employee_id,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki
EMP100957,89.0,47.0,SI,Steadiness-Influencer,INFJ,90.0,32.0,7.0
EMP100958,55.0,54.0,CD,Conscientious-Dominant,ISFP,,,8.0
EMP100959,29.0,31.0,ID,Influencer-Dominant,ENTP,117.0,26.0,1.0
EMP100960,23.0,30.0,IC,Influencer-Conscientious,ISFJ,107.0,42.0,2.0
EMP100961,48.0,90.0,CS,Conscientious-Steadiness,ISTP,92.0,30.0,3.0
EMP100962,79.0,61.0,,Dominant-Influencer,INFJ,135.0,31.0,9.0
EMP100963,66.0,43.0,DI,Dominant-Influencer,ISFP,,,4.0
EMP100964,37.0,68.0,,Steadiness-Dominant,INTJ,,,4.0
EMP100965,51.0,74.0,CS,Conscientious-Steadiness,INFP,126.0,28.0,1.0
EMP100966,21.0,36.0,ID,Influencer-Dominant,INFP,140.0,41.0,2.0
EMP100967,40.0,81.0,DC,Dominant-Conscientious,INTP,99.0,38.0,5.0
EMP100968,60.0,58.0,IS,Influencer-Steadiness,ENTP,124.0,32.0,2.0
EMP100969,45.0,41.0,IC,Influencer-Conscientious,ISFJ,117.0,37.0,7.0
EMP100970,22.0,43.0,DC,Dominant-Conscientious,INTJ,108.0,32.0,5.0
EMP100971,91.0,89.0,CI,Conscientious-Influencer,ENFJ,102.0,38.0,2.0
EMP100972,37.0,66.0,CS,Conscientious-Steadiness,ESFJ,,,7.0
EMP100973,58.0,76.0,SD,Steadiness-Dominant,ENTJ,114.0,28.0,9.0
EMP100974,35.0,22.0,IS,Influencer-Steadiness,INFJ,,,6.0
EMP100975,36.0,70.0,DI,Dominant-Influencer,ISFJ,,38.0,7.0
EMP100976,50.0,99.0,,Dominant-Influencer,ENTP,92.0,20.0,9.0
EMP100977,28.0,73.0,IC,Influencer-Conscientious,ISTJ,,,3.0
EMP100978,35.0,84.0,ID,Influencer-Dominant,INTJ,134.0,27.0,10.0
EMP100979,27.0,24.0,SC,Steadiness-Conscientious,ENTP,111.0,25.0,8.0
EMP100980,65.0,22.0,SC,Steadiness-Conscientious,ENTP,124.0,30.0,2.0
EMP100981,67.0,56.0,IC,Influencer-Conscientious,ISFP,138.0,28.0,6.0
EMP100982,62.0,21.0,DC,Dominant-Conscientious,ISTP,94.0,35.0,1.0
EMP100983,48.0,94.0,CD,Conscientious-Dominant,INTP,120.0,26.0,3.0
EMP100984,44.0,64.0,SC,Steadiness-Conscientious,ESTJ,118.0,24.0,6.0
EMP100985,36.0,81.0,SI,Steadiness-Influencer,ISFJ,89.0,29.0,6.0
EMP100986,59.0,70.0,DI,Dominant-Influencer,ESTJ,101.0,16.0,9.0
EMP100987,39.0,26.0,ID,Influencer-Dominant,ENFJ,,,2.0
EMP100988,47.0,23.0,DS,Dominant-Steadiness,ESTP,116.0,18.0,6.0
EMP100989,92.0,35.0,CS,Conscientious-Steadiness,INFP,109.0,22.0,5.0
EMP100990,40.0,32.0,DI,Dominant-Influencer,ESTJ,,,3.0
EMP100991,64.0,41.0,CI,Conscientious-Influencer,INFJ,,,9.0
EMP100992,22.0,29.0,,Influencer-Conscientious,ISTJ,,31.0,10.0
EMP100993,40.0,97.0,DI,Dominant-Influencer,INFJ,127.0,26.0,2.0
EMP100994,62.0,75.0,SC,Steadiness-Conscientious,INTJ,136.0,34.0,8.0
EMP100995,35.0,52.0,SD,Steadiness-Dominant,ESTJ,117.0,30.0,7.0
EMP100996,98.0,84.0,SD,Steadiness-Dominant,ESTJ,106.0,43.0,8.0
EMP100997,85.0,28.0,IC,Influencer-Conscientious,ISTP,105.0,27.0,8.0
EMP100998,43.0,73.0,,Conscientious-Influencer,ISFJ,102.0,31.0,5.0
EMP100999,45.0,35.0,CS,Conscientious-Steadiness,,136.0,23.0,2.0
EMP101000,80.0,59.0,ID,Influencer-Dominant,ESFP,116.0,34.0,9.0
EMP101001,54.0,49.0,SC,Steadiness-Conscientious,INFJ,119.0,17.0,10.0
EMP101002,26.0,74.0,CS,Conscientious-Steadiness,,85.0,24.0,9.0
EMP101003,90.0,74.0,,Dominant-Influencer,ISFP,100.0,29.0,6.0
EMP101004,34.0,28.0,SC,Steadiness-Conscientious,ISFP,83.0,32.0,9.0
EMP101005,23.0,75.0,ID,Influencer-Dominant,,115.0,17.0,4.0
EMP101006,71.0,40.0,SI,Steadiness-Influencer,ENFP,132.0,24.0,4.0
EMP101007,82.0,45.0,SI,Steadiness-Influencer,ISTJ,85.0,33.0,3.0
EMP101008,63.0,62.0,SC,Steadiness-Conscientious,ISFJ,138.0,17.0,7.0
EMP101009,50.0,42.0,SD,Steadiness-Dominant,INTJ,88.0,15.0,9.0
EMP101010,63.0,30.0,CD,Conscientious-Dominant,INTP,125.0,35.0,9.0
EMP101011,72.0,48.0,CD,Conscientious-Dominant,ESFJ,134.0,28.0,5.0
EMP101012,29.0,85.0,DC,Dominant-Conscientious,ISTP,,,9.0
EMP101013,32.0,86.0,CS,Conscientious-Steadiness,ENTP,89.0,32.0,4.0
EMP101014,70.0,28.0,DC,Dominant-Conscientious,ESTP,130.0,39.0,10.0
EMP101015,56.0,98.0,,Influencer-Steadiness,ENFP,118.0,28.0,5.0
EMP101016,85.0,79.0,CI,Conscientious-Influencer,INTP,117.0,20.0,5.0
EMP101017,68.0,93.0,,Dominant-Influencer,ISFP,140.0,17.0,8.0
EMP101018,56.0,65.0,SC,Steadiness-Conscientious,ESFJ,120.0,27.0,9.0
EMP101019,44.0,68.0,DI,Dominant-Influencer,ENTP,107.0,27.0,9.0
EMP101020,82.0,85.0,IS,Influencer-Steadiness,ESTJ,93.0,31.0,8.0
EMP101021,48.0,60.0,SC,Steadiness-Conscientious,,135.0,28.0,10.0
EMP101022,42.0,97.0,DC,Dominant-Conscientious,INTJ,,,10.0
EMP101023,76.0,45.0,,Conscientious-Steadiness,,137.0,24.0,5.0
EMP101024,52.0,38.0,ID,Influencer-Dominant,ISFJ,98.0,23.0,2.0
EMP101025,42.0,83.0,CS,Conscientious-Steadiness,ISTP,122.0,24.0,6.0
EMP101026,86.0,91.0,SC,Steadiness-Conscientious,ISTJ,,,2.0
EMP101027,89.0,37.0,IC,Influencer-Conscientious,ISFJ,140.0,30.0,7.0
EMP101028,65.0,78.0,,Conscientious-Steadiness,INFP,130.0,32.0,2.0
EMP101029,22.0,84.0,DC,Dominant-Conscientious,ISTJ,103.0,30.0,1.0
EMP101030,86.0,64.0,CD,Conscientious-Dominant,ESFJ,,,10.0
EMP101031,69.0,50.0,IC,Influencer-Conscientious,INTP,87.0,32.0,3.0
EMP101032,72.0,92.0,IS,Influencer-Steadiness,ENTJ,96.0,29.0,4.0
EMP101033,92.0,74.0,ID,Influencer-Dominant,ENTJ,140.0,32.0,7.0
EMP101034,69.0,23.0,,Influencer-Dominant,,117.0,27.0,10.0
EMP101035,96.0,95.0,ID,Influencer-Dominant,ENFJ,119.0,25.0,10.0
EMP101036,100.0,99.0,SC,Steadiness-Conscientious,ENFP,131.0,22.0,9.0
EMP101037,28.0,58.0,SC,Steadiness-Conscientious,ENFP,138.0,22.0,5.0
EMP101038,82.0,100.0,CS,Conscientious-Steadiness,,124.0,32.0,8.0
EMP101039,72.0,78.0,ID,Influencer-Dominant,ISTJ,111.0,29.0,2.0
EMP101040,99.0,56.0,IC,Influencer-Conscientious,ISFP,,,1.0
EMP101041,77.0,57.0,CS,Conscientious-Steadiness,INTP,,35.0,1.0
EMP101042,62.0,77.0,IS,Influencer-Steadiness,INFJ,,,2.0
EMP101043,50.0,50.0,SD,Steadiness-Dominant,ENFJ,,,9.0
EMP101044,98.0,22.0,CI,Conscientious-Influencer,ISTJ,94.0,41.0,2.0
EMP101045,44.0,62.0,DC,Dominant-Conscientious,INFP,139.0,21.0,9.0
EMP101046,60.0,91.0,IS,Influencer-Steadiness,ISTP,119.0,35.0,7.0
EMP101047,82.0,80.0,SI,Steadiness-Influencer,ESFJ,89.0,23.0,7.0
EMP101048,33.0,45.0,ID,Influencer-Dominant,INTP,81.0,30.0,5.0
EMP101049,67.0,70.0,DI,Dominant-Influencer,ENFP,,,6.0
EMP101050,47.0,52.0,IC,Influencer-Conscientious,ENFJ,91.0,17.0,10.0
EMP101051,52.0,41.0,IS,Influencer-Steadiness,ESTP,111.0,21.0,6.0
EMP101052,95.0,53.0,DI,Dominant-Influencer,ISFJ,,33.0,5.0
EMP101053,74.0,67.0,CI,Conscientious-Influencer,ISFJ,133.0,33.0,9.0
EMP101054,88.0,38.0,CD,Conscientious-Dominant,,118.0,28.0,5.0
EMP101055,63.0,69.0,ID,Influencer-Dominant,ESFJ,118.0,25.0,1.0
EMP101056,76.0,52.0,DI,Dominant-Influencer,,,,2.0
EMP101057,20.0,99.0,,Influencer-Conscientious,ENTP,119.0,28.0,3.0
EMP101058,70.0,21.0,ID,Influencer-Dominant,ENTJ,110.0,18.0,3.0
EMP101059,24.0,64.0,IC,Influencer-Conscientious,ISTP,134.0,28.0,1.0
EMP101060,42.0,69.0,CI,Conscientious-Influencer,ISFJ,84.0,30.0,7.0
EMP101061,91.0,33.0,IS,Influencer-Steadiness,ENFP,,,2.0
EMP101062,91.0,68.0,CS,Conscientious-Steadiness,ENTP,,,5.0
EMP101063,54.0,95.0,CS,Conscientious-Steadiness,ESFJ,86.0,31.0,2.0
EMP101064,82.0,61.0,,Conscientious-Influencer,INFJ,122.0,25.0,3.0
EMP101065,92.0,98.0,SI,Steadiness-Influencer,INFP,140.0,37.0,5.0
EMP101066,96.0,58.0,SD,Steadiness-Dominant,,85.0,35.0,6.0
EMP101067,34.0,100.0,IC,Influencer-Conscientious,INFJ,113.0,17.0,9.0
EMP101068,49.0,23.0,DI,Dominant-Influencer,ESFP,,,2.0
EMP101069,95.0,42.0,SD,Steadiness-Dominant,INTP,123.0,20.0,7.0
EMP101070,50.0,51.0,CD,Conscientious-Dominant,ESTJ,94.0,35.0,7.0
EMP101071,58.0,47.0,IS,Influencer-Steadiness,ENTJ,122.0,22.0,2.0
EMP101072,22.0,67.0,CD,Conscientious-Dominant,INTP,138.0,29.0,5.0
EMP101073,93.0,86.0,CI,Conscientious-Influencer,ESTJ,,,7.0
EMP101074,37.0,23.0,ID,Influencer-Dominant,ENFP,,,6.0
EMP101075,26.0,70.0,DC,Dominant-Conscientious,ISTP,103.0,20.0,10.0
EMP101076,66.0,54.0,SI,Steadiness-Influencer,ENFJ,80.0,31.0,10.0
EMP101077,74.0,92.0,IS,Influencer-Steadiness,ESTP,96.0,21.0,6.0
EMP101078,59.0,54.0,,Influencer-Conscientious,INTJ,135.0,14.0,10.0
EMP101079,70.0,90.0,CS,Conscientious-Steadiness,INTJ,127.0,27.0,9.0
EMP101080,66.0,37.0,CS,Conscientious-Steadiness,ISTJ,128.0,19.0,7.0
EMP101081,27.0,42.0,ID,Influencer-Dominant,ENFP,124.0,30.0,7.0
EMP101082,29.0,95.0,CI,Conscientious-Influencer,ESTJ,94.0,26.0,5.0
EMP101083,58.0,39.0,CI,Conscientious-Influencer,ISTP,,,9.0
EMP101084,48.0,56.0,ID,Influencer-Dominant,ENFP,139.0,32.0,7.0
EMP101085,99.0,54.0,CS,Conscientious-Steadiness,ENFJ,94.0,36.0,10.0
EMP101086,62.0,32.0,CD,Conscientious-Dominant,ENFP,116.0,22.0,5.0
EMP101087,58.0,71.0,SD,Steadiness-Dominant,INFJ,81.0,26.0,3.0
EMP101088,99.0,73.0,SC,Steadiness-Conscientious,ENFP,114.0,27.0,1.0
EMP101089,95.0,79.0,CI,Conscientious-Influencer,INFP,127.0,17.0,1.0
EMP101090,82.0,48.0,DS,Dominant-Steadiness,INFP,129.0,32.0,4.0
EMP101091,58.0,36.0,CS,Conscientious-Steadiness,,117.0,31.0,7.0
EMP101092,51.0,30.0,ID,Influencer-Dominant,INFP,104.0,16.0,4.0
EMP101093,22.0,64.0,SD,Steadiness-Dominant,ENTJ,,,1.0
EMP101094,66.0,73.0,SI,Steadiness-Influencer,INTJ,120.0,27.0,8.0
EMP101095,21.0,34.0,SC,Steadiness-Conscientious,ESFJ,106.0,29.0,2.0
EMP101096,26.0,38.0,SD,Steadiness-Dominant,ENFP,,,6.0
EMP101097,23.0,48.0,SD,Steadiness-Dominant,ENTJ,,,4.0
EMP101098,96.0,69.0,DC,Dominant-Conscientious,ESTP,94.0,30.0,3.0
EMP101099,26.0,97.0,IC,Influencer-Conscientious,,113.0,30.0,6.0
EMP101100,50.0,34.0,CD,Conscientious-Dominant,ENFJ,124.0,33.0,2.0
EMP101101,86.0,37.0,DC,Dominant-Conscientious,ESFP,,,8.0
EMP101102,73.0,86.0,ID,Influencer-Dominant,INTJ,97.0,20.0,1.0
EMP101103,90.0,71.0,DI,Dominant-Influencer,INFJ,80.0,28.0,1.0
EMP101104,91.0,51.0,DI,Dominant-Influencer,ENFP,120.0,30.0,2.0
EMP101105,51.0,41.0,CD,Conscientious-Dominant,ENTP,,,2.0
EMP101106,60.0,47.0,IC,Influencer-Conscientious,ESFJ,,,6.0
EMP101107,97.0,66.0,CD,Conscientious-Dominant,ESTP,89.0,30.0,7.0
EMP101108,96.0,92.0,SI,Steadiness-Influencer,ISFJ,110.0,22.0,2.0
EMP101109,31.0,94.0,IS,Influencer-Steadiness,ESFP,84.0,26.0,1.0
EMP101110,31.0,31.0,CD,Conscientious-Dominant,ENFJ,85.0,29.0,8.0
EMP101111,72.0,57.0,,Conscientious-Steadiness,ENTJ,,,3.0
EMP101112,55.0,45.0,DS,Dominant-Steadiness,ISFJ,96.0,40.0,5.0
EMP101113,91.0,66.0,SD,Steadiness-Dominant,ESTJ,93.0,35.0,5.0
EMP101114,27.0,67.0,IS,Influencer-Steadiness,ENTJ,84.0,30.0,10.0
EMP101115,46.0,54.0,CS,Conscientious-Steadiness,INTP,90.0,26.0,3.0
EMP101116,77.0,59.0,DI,Dominant-Influencer,ENFP,,29.0,2.0
EMP101117,50.0,20.0,DS,Dominant-Steadiness,ENFP,,,4.0
EMP101118,56.0,88.0,DI,Dominant-Influencer,ISFJ,81.0,28.0,8.0
EMP101119,82.0,72.0,DS,Dominant-Steadiness,INFP,,,8.0
EMP101120,69.0,47.0,DC,Dominant-Conscientious,INTP,97.0,15.0,5.0
EMP101121,60.0,49.0,SC,Steadiness-Conscientious,ISFJ,132.0,35.0,4.0
EMP101122,88.0,68.0,,Dominant-Conscientious,INTJ,95.0,19.0,5.0
EMP101123,95.0,64.0,SI,Steadiness-Influencer,ESFJ,87.0,23.0,5.0
EMP101124,80.0,35.0,CD,Conscientious-Dominant,ESFP,,29.0,9.0
EMP101125,38.0,60.0,IS,Influencer-Steadiness,ESTJ,115.0,27.0,10.0
EMP101126,63.0,43.0,ID,Influencer-Dominant,ISTP,80.0,28.0,5.0
EMP101127,78.0,84.0,DI,Dominant-Influencer,ESTJ,94.0,35.0,10.0
EMP101128,61.0,49.0,DC,Dominant-Conscientious,ISFP,82.0,40.0,5.0
EMP101129,99.0,79.0,IC,Influencer-Conscientious,INFJ,101.0,27.0,7.0
EMP101130,49.0,40.0,DS,Dominant-Steadiness,ENTJ,104.0,36.0,5.0
EMP101131,67.0,84.0,,Conscientious-Steadiness,ISFJ,108.0,34.0,9.0
EMP101132,77.0,70.0,CI,Conscientious-Influencer,ESTJ,112.0,32.0,4.0
EMP101133,90.0,50.0,CI,Conscientious-Influencer,INTJ,108.0,33.0,5.0
EMP101134,22.0,80.0,DI,Dominant-Influencer,INFP,109.0,31.0,3.0
EMP101135,25.0,40.0,DS,Dominant-Steadiness,,116.0,37.0,3.0
EMP101136,30.0,57.0,DC,Dominant-Conscientious,ISTJ,116.0,33.0,1.0
EMP101137,70.0,75.0,DS,Dominant-Steadiness,ESTJ,,,7.0
EMP101138,25.0,57.0,IS,Influencer-Steadiness,ISFP,137.0,25.0,3.0
EMP101139,44.0,28.0,CI,Conscientious-Influencer,ENFJ,,,7.0
EMP101140,53.0,56.0,SI,Steadiness-Influencer,ENFJ,128.0,16.0,8.0
EMP101141,66.0,43.0,ID,Influencer-Dominant,ISFJ,,26.0,7.0
EMP101142,36.0,57.0,SI,Steadiness-Influencer,ENFP,113.0,22.0,1.0
EMP101143,42.0,81.0,DC,Dominant-Conscientious,ESTP,127.0,38.0,3.0
EMP101144,94.0,64.0,SD,Steadiness-Dominant,ENFJ,93.0,31.0,4.0
EMP101145,99.0,40.0,DC,Dominant-Conscientious,ISFP,90.0,35.0,8.0
EMP101146,48.0,46.0,IC,Influencer-Conscientious,ISTP,,,9.0
EMP101147,28.0,20.0,CD,Conscientious-Dominant,ISTP,111.0,35.0,8.0
EMP101148,20.0,49.0,DS,Dominant-Steadiness,,137.0,34.0,2.0
EMP101149,90.0,93.0,SC,Steadiness-Conscientious,INTJ,83.0,20.0,9.0
EMP101150,76.0,53.0,CI,Conscientious-Influencer,ENTP,118.0,39.0,1.0
EMP101151,49.0,94.0,CI,Conscientious-Influencer,ISTP,86.0,22.0,9.0
EMP101152,29.0,21.0,SI,Steadiness-Influencer,ENFP,,,8.0
EMP101153,40.0,32.0,,Conscientious-Dominant,INTJ,91.0,34.0,5.0
EMP101154,49.0,75.0,SC,Steadiness-Conscientious,ISFP,116.0,41.0,2.0
EMP101155,56.0,22.0,CD,Conscientious-Dominant,ESFP,,,1.0
EMP101156,100.0,63.0,IC,Influencer-Conscientious,ESTJ,,25.0,3.0
EMP101157,48.0,69.0,SC,Steadiness-Conscientious,ENTJ,108.0,32.0,1.0
EMP101158,34.0,50.0,DS,Dominant-Steadiness,ENTP,127.0,30.0,8.0
EMP101159,92.0,66.0,SC,Steadiness-Conscientious,INTP,111.0,25.0,5.0
EMP101160,78.0,31.0,CI,Conscientious-Influencer,ENTP,,,2.0
EMP101161,26.0,28.0,DC,Dominant-Conscientious,,87.0,30.0,10.0
EMP101162,39.0,59.0,DS,Dominant-Steadiness,ESFP,86.0,21.0,5.0
EMP101163,26.0,38.0,SC,Steadiness-Conscientious,ESFJ,99.0,31.0,8.0
EMP101164,34.0,68.0,CD,Conscientious-Dominant,ESTP,104.0,13.0,7.0
EMP101165,37.0,82.0,SC,Steadiness-Conscientious,ENTJ,83.0,29.0,3.0
EMP101166,47.0,60.0,SC,Steadiness-Conscientious,ESFJ,106.0,33.0,9.0
EMP101167,27.0,48.0,IS,Influencer-Steadiness,ENTP,86.0,30.0,2.0
EMP101168,26.0,92.0,,Conscientious-Dominant,ENFJ,134.0,29.0,8.0
EMP101169,78.0,41.0,SD,Steadiness-Dominant,ISFJ,89.0,31.0,8.0
EMP101170,58.0,67.0,SC,Steadiness-Conscientious,ENFJ,127.0,31.0,7.0
EMP101171,84.0,84.0,SC,Steadiness-Conscientious,ENFP,,30.0,5.0
EMP101172,20.0,39.0,ID,Influencer-Dominant,ESFP,,,7.0
EMP101173,91.0,82.0,DS,Dominant-Steadiness,INFJ,81.0,20.0,10.0
EMP101174,45.0,50.0,IS,Influencer-Steadiness,ENFP,,,7.0
EMP101175,36.0,83.0,CS,Conscientious-Steadiness,INFJ,80.0,40.0,8.0
EMP101176,25.0,96.0,DS,Dominant-Steadiness,INFP,117.0,25.0,8.0
EMP101177,23.0,40.0,SI,Steadiness-Influencer,INFJ,,,10.0
EMP101178,73.0,54.0,SC,Steadiness-Conscientious,INFJ,84.0,15.0,5.0
EMP101179,82.0,25.0,ID,Influencer-Dominant,ISTJ,117.0,30.0,7.0
EMP101180,85.0,57.0,IC,Influencer-Conscientious,ISFP,,,2.0
EMP101181,43.0,76.0,SD,Steadiness-Dominant,INTP,104.0,20.0,8.0
EMP101182,55.0,35.0,CI,Conscientious-Influencer,ESFP,115.0,29.0,2.0
EMP101183,38.0,91.0,,Steadiness-Influencer,ENTP,118.0,36.0,10.0
EMP101184,52.0,31.0,DI,Dominant-Influencer,ISTP,122.0,37.0,10.0
EMP101185,22.0,35.0,CI,Conscientious-Influencer,ISFJ,115.0,31.0,8.0
EMP101186,100.0,85.0,DS,Dominant-Steadiness,ESFJ,110.0,20.0,9.0
EMP101187,74.0,67.0,SC,Steadiness-Conscientious,ISTP,110.0,33.0,2.0
EMP101188,23.0,67.0,CI,Conscientious-Influencer,INFP,,,3.0
EMP101189,78.0,31.0,,Influencer-Dominant,ESFP,134.0,31.0,8.0
EMP101190,67.0,87.0,SD,Steadiness-Dominant,ENFJ,87.0,35.0,2.0
EMP101191,30.0,30.0,,Conscientious-Influencer,ISTJ,140.0,25.0,10.0
EMP101192,35.0,21.0,DS,Dominant-Steadiness,ENFP,114.0,26.0,10.0
EMP101193,59.0,86.0,DS,Dominant-Steadiness,ENTJ,103.0,31.0,6.0
EMP101194,28.0,77.0,,Steadiness-Dominant,,105.0,30.0,1.0
EMP101195,67.0,74.0,CI,Conscientious-Influencer,ENFP,,,7.0
EMP101196,44.0,89.0,SI,Steadiness-Influencer,,90.0,37.0,3.0
EMP101197,67.0,60.0,IS,Influencer-Steadiness,INFJ,89.0,25.0,1.0
EMP101198,53.0,55.0,,Dominant-Influencer,ENTP,82.0,30.0,8.0
EMP101199,73.0,82.0,DI,Dominant-Influencer,ENFP,109.0,30.0,8.0
EMP101200,59.0,51.0,SC,Steadiness-Conscientious,ISFP,119.0,35.0,3.0
EMP101201,56.0,95.0,CI,Conscientious-Influencer,ENFJ,120.0,32.0,5.0
EMP101202,75.0,55.0,DC,Dominant-Conscientious,ESFJ,,,7.0
EMP101203,39.0,22.0,CD,Conscientious-Dominant,INTP,88.0,30.0,9.0
EMP101204,98.0,52.0,DC,Dominant-Conscientious,ENFJ,,,1.0
EMP101205,99.0,24.0,SD,Steadiness-Dominant,ENTJ,,,7.0
EMP101206,54.0,70.0,DI,Dominant-Influencer,ENFJ,,,10.0
EMP101207,77.0,59.0,SD,Steadiness-Dominant,,130.0,33.0,10.0
EMP101208,67.0,85.0,CI,Conscientious-Influencer,ISTJ,,27.0,4.0
EMP101209,62.0,28.0,IC,Influencer-Conscientious,INFJ,127.0,26.0,7.0
EMP101210,67.0,87.0,CD,Conscientious-Dominant,ISTJ,103.0,25.0,1.0
EMP101211,94.0,62.0,DI,Dominant-Influencer,ENTJ,137.0,27.0,1.0
EMP101212,71.0,64.0,SC,Steadiness-Conscientious,ESFJ,136.0,39.0,10.0
EMP101213,97.0,80.0,DI,Dominant-Influencer,INTP,110.0,28.0,6.0
EMP101214,53.0,56.0,,Dominant-Influencer,INTJ,107.0,19.0,10.0
EMP101215,96.0,80.0,DC,Dominant-Conscientious,ESFP,102.0,24.0,8.0
EMP101216,96.0,55.0,SI,Steadiness-Influencer,ISFJ,111.0,30.0,8.0
EMP101217,88.0,27.0,IS,Influencer-Steadiness,ISFJ,104.0,26.0,9.0
EMP101218,84.0,67.0,IS,Influencer-Steadiness,ISTJ,104.0,27.0,8.0
EMP101219,61.0,33.0,SD,Steadiness-Dominant,ESTP,139.0,31.0,7.0
EMP101220,31.0,95.0,CI,Conscientious-Influencer,ENTJ,,22.0,2.0
EMP101221,66.0,72.0,IC,Influencer-Conscientious,ESFP,104.0,31.0,5.0
EMP101222,63.0,68.0,DS,Dominant-Steadiness,ESTP,100.0,21.0,1.0
EMP101223,68.0,51.0,SC,Steadiness-Conscientious,INFP,131.0,28.0,10.0
EMP101224,86.0,88.0,SC,Steadiness-Conscientious,INTP,106.0,25.0,4.0
EMP101225,84.0,62.0,CD,Conscientious-Dominant,ESTJ,97.0,27.0,9.0
EMP101226,74.0,55.0,CI,Conscientious-Influencer,ENFP,121.0,34.0,9.0
EMP101227,36.0,25.0,CD,Conscientious-Dominant,ISTP,,20.0,8.0
EMP101228,98.0,43.0,CD,Conscientious-Dominant,ISFP,,33.0,10.0
EMP101229,71.0,25.0,DC,Dominant-Conscientious,ENFP,125.0,34.0,9.0
EMP101230,30.0,37.0,CI,Conscientious-Influencer,INFJ,136.0,25.0,3.0
EMP101231,77.0,46.0,ID,Influencer-Dominant,ENTP,89.0,26.0,6.0
EMP101232,87.0,59.0,,Dominant-Conscientious,ESFJ,94.0,25.0,7.0
EMP101233,38.0,46.0,DC,Dominant-Conscientious,INTP,,,5.0
EMP101234,86.0,54.0,SC,Steadiness-Conscientious,ISFP,125.0,42.0,8.0
EMP101235,48.0,99.0,IS,Influencer-Steadiness,ISTJ,,,5.0
EMP101236,99.0,69.0,DS,Dominant-Steadiness,ENFP,116.0,36.0,6.0
EMP101237,80.0,30.0,DI,Dominant-Influencer,ENFP,85.0,31.0,10.0
EMP101238,65.0,41.0,SC,Steadiness-Conscientious,INFP,,,5.0
EMP101239,93.0,55.0,SI,Steadiness-Influencer,ESTJ,114.0,28.0,3.0
EMP101240,95.0,95.0,IC,Influencer-Conscientious,INTJ,96.0,34.0,2.0
EMP101241,26.0,24.0,,Influencer-Steadiness,INFP,83.0,23.0,10.0
EMP101242,55.0,66.0,CD,Conscientious-Dominant,ENFP,139.0,31.0,3.0
EMP101243,31.0,89.0,CI,Conscientious-Influencer,ESFP,,,9.0
EMP101244,61.0,61.0,SD,Steadiness-Dominant,INFJ,81.0,31.0,8.0
EMP101245,79.0,84.0,SI,Steadiness-Influencer,INFJ,,16.0,2.0
EMP101246,78.0,52.0,DI,Dominant-Influencer,INTP,133.0,36.0,6.0
EMP101247,60.0,66.0,SI,Steadiness-Influencer,enfp,81.0,32.0,9.0
EMP101248,47.0,95.0,SD,Steadiness-Dominant,ESTJ,115.0,25.0,7.0
EMP101249,66.0,31.0,DI,Dominant-Influencer,ENFP,125.0,21.0,10.0
EMP101250,71.0,40.0,CI,Conscientious-Influencer,ENFP,116.0,27.0,7.0
EMP101251,88.0,33.0,DS,Dominant-Steadiness,ISFP,,21.0,1.0
EMP101252,75.0,34.0,SI,Steadiness-Influencer,ESFJ,81.0,23.0,6.0
EMP101253,77.0,80.0,ID,Influencer-Dominant,INTP,137.0,23.0,2.0
EMP101254,59.0,70.0,CS,Conscientious-Steadiness,INTP,99.0,28.0,2.0
EMP101255,94.0,73.0,SC,Steadiness-Conscientious,ISFJ,,,5.0
EMP101256,96.0,86.0,DC,Dominant-Conscientious,ENTJ,,,7.0
EMP101257,35.0,28.0,,Dominant-Conscientious,ESTP,127.0,28.0,3.0
EMP101258,56.0,77.0,SI,Steadiness-Influencer,INFP,81.0,34.0,7.0
EMP101259,95.0,89.0,CD,Conscientious-Dominant,,130.0,22.0,3.0
EMP101260,93.0,97.0,DI,Dominant-Influencer,ESTJ,,,3.0
EMP101261,38.0,67.0,IC,Influencer-Conscientious,ENTJ,,28.0,6.0
EMP101262,26.0,31.0,CI,Conscientious-Influencer,ENFP,,,4.0
EMP101263,65.0,87.0,DC,Dominant-Conscientious,ESFJ,,,7.0
EMP101264,24.0,26.0,IS,Influencer-Steadiness,,95.0,22.0,5.0
EMP101265,39.0,71.0,CI,Conscientious-Influencer,ENFP,,24.0,4.0
EMP101266,47.0,58.0,,Dominant-Steadiness,INTJ,95.0,31.0,9.0
EMP101267,90.0,38.0,SD,Steadiness-Dominant,INFJ,98.0,27.0,1.0
EMP101268,72.0,83.0,SI,Steadiness-Influencer,ESTP,,,4.0
EMP101269,26.0,35.0,IC,Influencer-Conscientious,ISTP,109.0,21.0,1.0
EMP101270,78.0,67.0,SD,Steadiness-Dominant,ESFJ,109.0,29.0,9.0
EMP101271,45.0,92.0,IS,Influencer-Steadiness,INFP,137.0,33.0,2.0
EMP101272,87.0,72.0,CS,Conscientious-Steadiness,ESFP,132.0,36.0,4.0
EMP101273,60.0,29.0,SC,Steadiness-Conscientious,,,22.0,6.0
EMP101274,40.0,89.0,DI,Dominant-Influencer,INTP,122.0,28.0,8.0
EMP101275,54.0,88.0,CI,Conscientious-Influencer,,125.0,11.0,3.0
EMP101276,34.0,79.0,IC,Influencer-Conscientious,INTP,107.0,31.0,7.0
EMP101277,69.0,31.0,SC,Steadiness-Conscientious,INTJ,,,9.0
